Alanyl-tRNA synthetases (EC 6.1.1.7)
Class: II
3D known: Yes

SYA1_LACP7  (A9KMW7)    , SYA2_LACP7  (A9KLZ5)    , SYAC_BOMMO  (P21894)    ,
SYFB_STRAW  (Q828C6)    , SYFB_STRCO  (O88054)    , SYFB_STRMU  (Q8CWX2)    ,
SYFB_STRP1  (Q9A0I0)    , SYFB_STRP3  (P0DG52)    , SYFB_STRP6  (Q5XCX3)    ,
SYFB_STRP8  (Q8P1K0)    , SYFB_STRPM  (Q48UC5)    , SYFB_STRPN  (Q97S34)    ,
SYFB_STRPQ  (P0DG53)    , SYFB_STRR6  (Q8DQT6)    , SYFB_STRT1  (Q5LZ72)    ,
SYFB_STRT2  (Q5M3S7)    , SYFB_SULAC  (Q4J8Q0)    , SYFB_SULDN  (Q30S83)    ,
SYFB_SULIA  (C3N028)    , SYFB_SULIK  (C4KJ68)    , SYFB_SULIL  (C3MJ88)    ,
SYFB_SULIM  (C3MYY0)    , SYFB_SULIN  (C3NMS5)    , SYFB_SULIY  (C3N8B1)    ,
SYFB_SULTO  (Q971D8)    , SYFB_SYMTH  (Q67QF2)    , SYFB_SYNAS  (Q2LR26)    ,
SYFB_SYNC1  (Q3A4N8)    , SYFB_SYNE7  (P74764)    , SYFB_SYNJA  (Q2JXF6)    ,
SYFB_SYNJB  (Q2JHU3)    , SYFB_SYNP6  (Q5N5G8)    , SYFB_SYNS9  (Q3AVJ1)    ,
SYFB_SYNSC  (Q3AJY9)    , SYFB_SYNY3  (P74296)    , SYFB_THEAC  (P57694)    ,
SYFB_THEFY  (Q47N76)    , SYFB_THEGJ  (C5A5Z0)    , SYFB_THEKO  (Q76KA7)    ,
SYFB_THEMA  (Q9WZS9)    , SYFB_THEON  (B6YTJ3)    , SYFB_THEPD  (A1RYS1)    ,
SYFB_THESM  (C6A237)    , SYFB_THET2  (Q72HA0)    , SYFB_THET8  (Q5SGX1)    ,
SYFB_THETH  (P27002)    , SYFB_THEVB  (Q8DL37)    , SYFB_THEVO  (Q97B53)    ,
SYFB_THIDA  (Q3SK29)    , SYFB_TREPA  (O83059)    , SYFB_TREPS  (B2S1W3)    ,
SYFB_TRIV2  (Q3MAZ7)    , SYFB_TROW8  (Q83HH4)    , SYFB_TROWT  (Q83GS8)    ,
SYFB_UREPA  (Q9PQ33)    , SYFB_VAIC1  (C4VA52)    , SYFB_VIBCH  (Q9KSN6)    ,
SYFB_VIBPA  (Q87Q59)    , SYFB_VIBVU  (Q8DA39)    , SYFB_VIBVY  (Q7MK40)    ,
SYFB_WIGBR  (Q8D3B5)    , SYFB_WOLPM  (Q73HW5)    , SYFB_WOLSU  (Q7M8Y8)    ,
SYFB_WOLTR  (Q5GSH5)    , SYFB_XANAC  (Q8PJE5)    , SYFB_XANC5  (Q3BRU2)    ,
SYFB_XANC8  (Q4UW52)    , SYFB_XANCP  (Q8P7Z6)    , SYFB_XANOM  (Q2P100)    ,
SYFB_XANOR  (Q5GXY5)    , SYFB_XYLFA  (Q9PFD6)    , SYFB_XYLFT  (Q87AB6)    ,
SYFB_YEAST  (P15624)    , SYFB_YERPE  (Q8ZDX1)    , SYFB_YERPS  (Q669Z6)    ,
SYFB_ZYMMO  (Q5NMC3)    , SYFM_ARATH  (Q94K73)    , SYFM_DICDI  (Q86A68)    ,
SYFM_DROME  (O16129)    , SYFM_HUMAN  (O95363)    , SYFM_MOUSE  (Q99M01)    ,
SYFM_RAT    (Q6AYQ3)    , SYFM_SCHPO  (O74952)    , SYFM_YEAST  (P08425)    

-----------------------------------------------------------------------

Glycyl-tRNA synthetases (EC 6.1.1.14)
Class: II
3D known: Yes

GARS_BOMMO  (Q04451)    , GARS_CAEEL  (Q10039)    , GARS_DROME  (Q9VUK8)    ,
GARS_HUMAN  (P41250)    , GARS_MOUSE  (Q9CZD3)    , GARS_PONAB  (Q5RBL1)    ,
GARS_RAT    (Q5I0G4)    , SYG2_YEAST  (Q06817)    , SYGA_ACAM1  (B0CEQ4)    ,
SYGA_ACIET  (B9MCM3)    , SYGA_ACISJ  (A1W3F2)    , SYGA_ACTP2  (A3N398)    ,
SYGA_ACTP7  (B3GZ52)    , SYGA_ACTPJ  (B0BSX2)    , SYGA_ACTSZ  (A6VLE0)    ,
SYGA_AERHH  (A0KEK0)    , SYGA_AERS4  (A4STG2)    , SYGA_AFIC5  (B6JEV8)    ,
SYGA_AGRFC  (Q8UHP1)    , SYGA_ALIB4  (A8EW78)    , SYGA_ALIF1  (Q5E8Y6)    ,
SYGA_ALIFM  (B5FEV9)    , SYGA_ALISL  (B6EGT2)    , SYGA_ALTMD  (B4S278)    ,
SYGA_ANAD2  (B8JDD9)    , SYGA_ANADE  (Q2IQJ6)    , SYGA_ANASK  (B4UG88)    ,
SYGA_AQUAE  (O67081)    , SYGA_BACLD  (Q65H75)    , SYGA_BACP2  (A8FFB1)    ,
SYGA_BACSU  (P54380)    , SYGA_BACVZ  (A7Z6U1)    , SYGA_BAUCH  (Q1LTU1)    ,
SYGA_BORA1  (Q2KX74)    , SYGA_BORPE  (Q7W0Q6)    , SYGA_BRADU  (Q89S70)    ,
SYGA_BRAHW  (C0R0J6)    , SYGA_BREBN  (C0ZB87)    , SYGA_BRUA2  (Q2YME4)    ,
SYGA_BRUA4  (A6WW98)    , SYGA_BRUAB  (Q57EW2)    , SYGA_BRUC2  (A9M8H7)    ,
SYGA_BRUMB  (C0RHB0)    , SYGA_BRUME  (Q8YFJ0)    , SYGA_BRUSI  (B0CK89)    ,
SYGA_BRUSU  (Q8G2C1)    , SYGA_BUCA5  (B8D8T7)    , SYGA_BUCAI  (P57236)    ,
SYGA_BUCAP  (Q8KA06)    , SYGA_BUCAT  (B8D741)    , SYGA_BUCBP  (Q89AV6)    ,
SYGA_CAMC1  (A7ZDY6)    , SYGA_CAMC5  (A7GZB9)    , SYGA_CAMFF  (A0RPS8)    ,
SYGA_CAMHC  (A7I198)    , SYGA_CAMJ8  (A8FLD3)    , SYGA_CAMJD  (A7H4C1)    ,
SYGA_CAMJE  (Q9PPK3)    , SYGA_CAMJJ  (A1VZ59)    , SYGA_CAMJR  (Q5HV77)    ,
SYGA_CAMLR  (B9KCN6)    , SYGA_CAUVC  (Q9A8L2)    , SYGA_CAUVN  (B8H516)    ,
SYGA_CHESB  (Q11KG2)    , SYGA_CITBB  (B5ED83)    , SYGA_CITK8  (A8ARE6)    ,
SYGA_CLOD6  (Q182B9)    , SYGA_COPPD  (B5Y7V5)    , SYGA_COXB1  (B6J8U0)    ,
SYGA_COXB2  (B6J2A7)    , SYGA_COXBN  (A9KBT8)    , SYGA_COXBR  (A9NB98)    ,
SYGA_COXBU  (P94616)    , SYGA_CROS5  (B1WQ23)    , SYGA_CROS8  (A7MKR9)    ,
SYGA_CUPMC  (Q1LR92)    , SYGA_CUPTR  (B2AH98)    , SYGA_CYAP4  (B8HU74)    ,
SYGA_DELAS  (A9BXZ7)    , SYGA_DESAH  (C0QJ90)    , SYGA_DESAL  (B8FKD9)    ,
SYGA_DESAP  (B1I1S8)    , SYGA_DESDA  (B8IZ95)    , SYGA_DESHD  (B8FUJ1)    ,
SYGA_DESHY  (Q24SW9)    , SYGA_DESOH  (A9A0L5)    , SYGA_DESPS  (Q6AS28)    ,
SYGA_DESRM  (A4J7D0)    , SYGA_DESVH  (Q72AU2)    , SYGA_DESVM  (B8DPG0)    ,
SYGA_DESVV  (A1VCW8)    , SYGA_DICNV  (A5EV42)    , SYGA_DICT6  (B5YES5)    ,
SYGA_DICTD  (B8E0E9)    , SYGA_ECO24  (A7ZTA6)    , SYGA_ECO27  (B7ULC0)    ,
SYGA_ECO45  (B7MER5)    , SYGA_ECO55  (B7L6X1)    , SYGA_ECO57  (P67026)    ,
SYGA_ECO5E  (B5YVL2)    , SYGA_ECO7I  (B7NP56)    , SYGA_ECO81  (B7N203)    ,
SYGA_ECO8A  (B7M3I2)    , SYGA_ECOBW  (C4ZXF0)    , SYGA_ECOHS  (A8A617)    ,
SYGA_ECOK1  (A1AHA1)    , SYGA_ECOL5  (Q0TBP3)    , SYGA_ECOL6  (P67025)    ,
SYGA_ECOLC  (B1IZN3)    , SYGA_ECOLI  (P00960)    , SYGA_ECOLU  (B7NEL1)    ,
SYGA_ECOSE  (B6I3D0)    , SYGA_ECOSM  (B1LJC1)    , SYGA_ECOUT  (Q1R536)    ,
SYGA_EDWI9  (C5B996)    , SYGA_ENT38  (A4W572)    , SYGA_ENTFA  (Q831U2)    ,
SYGA_ERWT9  (B2VCH0)    , SYGA_ESCF3  (B7LTH4)    , SYGA_EXIS2  (B1YL75)    ,
SYGA_FERNB  (A7HLW9)    , SYGA_FRAP2  (B0TZH7)    , SYGA_FRATF  (A7NAI8)    ,
SYGA_FRATH  (Q2A4U1)    , SYGA_FRATM  (B2SFN3)    , SYGA_FRATN  (A0Q599)    ,
SYGA_FRATW  (A4IZJ6)    , SYGA_FUSNN  (Q8RH45)    , SYGA_GEOMG  (Q39RG4)    ,
SYGA_GEOSL  (Q74FM8)    , SYGA_GEOUR  (A5G7Q8)    , SYGA_GLAP5  (B8F706)    ,
SYGA_GLOC7  (B7KHU5)    , SYGA_GLOVI  (Q7NKN1)    , SYGA_GRABC  (Q0BQA2)    ,
SYGA_HAEDU  (Q7VKG5)    , SYGA_HAEI8  (Q4QLY1)    , SYGA_HAEIE  (A5UDE0)    ,
SYGA_HAEIG  (A5UI68)    , SYGA_HAEIN  (P43821)    , SYGA_HALH5  (Q9KD49)    ,
SYGA_HAMD5  (C4K459)    , SYGA_HELAH  (Q17X26)    , SYGA_HELHP  (Q7VIS3)    ,
SYGA_HELMI  (B0TAF7)    , SYGA_HELP2  (B6JMI0)    , SYGA_HELPG  (B5Z7W3)    ,
SYGA_HELPH  (Q1CSR1)    , SYGA_HELPJ  (Q9ZKP1)    , SYGA_HELPS  (B2UUA6)    ,
SYGA_HELPY  (P56453)    , SYGA_HERAR  (A4G262)    , SYGA_JANMA  (A6SV19)    ,
SYGA_KLEP3  (B5XMY6)    , SYGA_KLEP7  (A6TFH5)    , SYGA_LACLA  (Q9CGK1)    ,
SYGA_LACLS  (Q02Z94)    , SYGA_LACP3  (Q038U2)    , SYGA_LACPL  (Q88VS2)    ,
SYGA_LARHH  (C1D4E5)    , SYGA_LATSS  (Q38XA0)    , SYGA_LAWIP  (Q1MRM0)    ,
SYGA_LEPCP  (B1Y7P3)    , SYGA_LEUCK  (B1MZ61)    , SYGA_LEUMM  (Q03WY0)    ,
SYGA_LEVBA  (Q03SC6)    , SYGA_LIGS1  (Q1WTP0)    , SYGA_LISIN  (Q92BQ1)    ,
SYGA_LISMC  (C1KVA6)    , SYGA_LISMF  (Q71ZL1)    , SYGA_LISMH  (B8DE52)    ,
SYGA_LISMO  (Q8Y753)    , SYGA_LISW6  (A0AIR0)    , SYGA_MANSM  (Q65R50)    ,
SYGA_MARMM  (Q0AML4)    , SYGA_MARSD  (C6BV68)    , SYGA_METFK  (Q1H3M2)    ,
SYGA_METPP  (A2SL95)    , SYGA_METRJ  (B1M1W4)    , SYGA_MICAN  (B0JSD7)    ,
SYGA_MOOTA  (Q2RKV6)    , SYGA_MORCA  (P77892)    , SYGA_NATTJ  (B2A1Y5)    ,
SYGA_NEIG1  (Q5F4Y8)    , SYGA_NEIG2  (B4RJG2)    , SYGA_NEIM0  (A9M125)    ,
SYGA_NEIMA  (P67028)    , SYGA_NEIMB  (P67029)    , SYGA_NEIMF  (A1KW09)    ,
SYGA_NITMU  (Q2YBL2)    , SYGA_NITSB  (A6Q559)    , SYGA_NOSP7  (B2J0V5)    ,
SYGA_NOSS1  (Q8YVJ2)    , SYGA_OCEIH  (Q8EPY1)    , SYGA_OENOB  (Q04F71)    ,
SYGA_OLEA2  (Q30ZR5)    , SYGA_PARC0  (A1TUT1)    , SYGA_PARDP  (A1AZF6)    ,
SYGA_PARMW  (Q7U5N2)    , SYGA_PASMU  (P57904)    , SYGA_PECAS  (Q6DB18)    ,
SYGA_PECCP  (C6DII8)    , SYGA_PEDPA  (Q03F65)    , SYGA_PELPD  (A1ATI5)    ,
SYGA_PELTS  (A5D3W9)    , SYGA_PETMO  (A9BG54)    , SYGA_PHOLL  (Q7N9M7)    ,
SYGA_POLAQ  (A4T011)    , SYGA_POLNA  (A1VJD7)    , SYGA_POLNS  (B1XS10)    ,
SYGA_POLSJ  (Q124E7)    , SYGA_PROM1  (A2C3W9)    , SYGA_PROM2  (A8G5W1)    ,
SYGA_PROM4  (A9BBH9)    , SYGA_PROM5  (A2BXN1)    , SYGA_PROMA  (Q7VB32)    ,
SYGA_PROMH  (B4EZ94)    , SYGA_PROMM  (Q7V8Q1)    , SYGA_PROMP  (Q7V0T8)    ,
SYGA_PROMT  (Q46JQ9)    , SYGA_PSEA6  (Q15ZY9)    , SYGA_PSEA7  (A6UX70)    ,
SYGA_PSEA8  (B7V0P4)    , SYGA_PSEAB  (Q02V72)    , SYGA_PSEAE  (Q9I7B7)    ,
SYGA_PSEE4  (Q1IH41)    , SYGA_PSEF5  (Q4KKR7)    , SYGA_PSEFS  (C3KE41)    ,
SYGA_PSEMY  (A4XN73)    , SYGA_PSEP1  (A5VWJ2)    , SYGA_PSEPF  (Q3KKF2)    ,
SYGA_PSEPG  (B0KF23)    , SYGA_PSEPK  (Q88RR8)    , SYGA_PSEPW  (B1J426)    ,
SYGA_PSESM  (Q88B36)    , SYGA_PSET1  (Q3IDE6)    , SYGA_PSYIN  (A1T0Y6)    ,
SYGA_RALN1  (Q8Y211)    , SYGA_RHILO  (Q986B6)    , SYGA_RHILW  (B5ZS33)    ,
SYGA_RHIME  (Q92RL5)    , SYGA_RHIWR  (A5VFX8)    , SYGA_RHOPB  (Q20YB4)    ,
SYGA_RHORT  (Q2RQ44)    , SYGA_RICAE  (C3PLY5)    , SYGA_RICAH  (A8GQ65)    ,
SYGA_RICB8  (A8GUQ3)    , SYGA_RICBR  (Q1RGS3)    , SYGA_RICCK  (A8F072)    ,
SYGA_RICCN  (Q92G10)    , SYGA_RICFE  (Q4UJU1)    , SYGA_RICM5  (A8F2Z1)    ,
SYGA_RICPR  (Q9ZCB0)    , SYGA_RICPU  (C4K2V4)    , SYGA_RICRO  (B0BVK1)    ,
SYGA_RICRS  (A8GU09)    , SYGA_RICTY  (Q68VR3)    , SYGA_RIPO1  (B7K0B0)    ,
SYGA_SACD2  (Q21PU3)    , SYGA_SALA4  (B5EX66)    , SYGA_SALAR  (A9MLF6)    ,
SYGA_SALCH  (Q57IG5)    , SYGA_SALDC  (B5FLD0)    , SYGA_SALEP  (B5R4P3)    ,
SYGA_SALG2  (B5RGM1)    , SYGA_SALHS  (B4T946)    , SYGA_SALNS  (B4SWK2)    ,
SYGA_SALPA  (Q5PLN1)    , SYGA_SALPC  (C0Q1B7)    , SYGA_SALPK  (B5BHU2)    ,
SYGA_SALSV  (B4TZ50)    , SYGA_SALTI  (Q8Z2B4)    , SYGA_SALTY  (Q8ZL95)    ,
SYGA_SERP5  (A8G7T9)    , SYGA_SHEAM  (A1S1I2)    , SYGA_SHEB2  (B8E3Q6)    ,
SYGA_SHEB5  (A3CYI7)    , SYGA_SHEB8  (A6WH93)    , SYGA_SHEB9  (A9KU84)    ,
SYGA_SHEDO  (Q12TC0)    , SYGA_SHEFN  (Q08A45)    , SYGA_SHEHH  (B0TLB0)    ,
SYGA_SHELP  (A3Q8T5)    , SYGA_SHEON  (Q8EKS5)    , SYGA_SHEPC  (A4Y1B0)    ,
SYGA_SHEPW  (B8CH77)    , SYGA_SHESA  (A0KR43)    , SYGA_SHESM  (Q0HPC6)    ,
SYGA_SHESR  (Q0I0U0)    , SYGA_SHESW  (A1RDW5)    , SYGA_SHIB3  (B2U565)    ,
SYGA_SHIBS  (Q31V61)    , SYGA_SHIDS  (Q328M0)    , SYGA_SHIF8  (Q0SY79)    ,
SYGA_SHIFL  (P67027)    , SYGA_SHISS  (Q3YVU1)    , SYGA_SHOC1  (Q5WHD6)    ,
SYGA_SODGM  (Q2NX39)    , SYGA_SOLM1  (C4XS53)    , SYGA_SORC5  (A9GUD0)    ,
SYGA_STRA1  (Q3K3B1)    , SYGA_STRA3  (Q8CX31)    , SYGA_STRA5  (Q8E1T5)    ,
SYGA_STRE4  (C0M953)    , SYGA_STREM  (B4U1J1)    , SYGA_STRGC  (A8AVS4)    ,
SYGA_STRM5  (B4SNR2)    , SYGA_STRMK  (B2FP48)    , SYGA_STRMU  (Q8CWY6)    ,
SYGA_STRP1  (Q99YI3)    , SYGA_STRP2  (Q04JM7)    , SYGA_STRP3  (P0DG36)    ,
SYGA_STRP4  (B5E643)    , SYGA_STRP6  (Q5XAJ5)    , SYGA_STRP7  (C1C871)    ,
SYGA_STRP8  (Q8NZW6)    , SYGA_STRPB  (Q1JAE8)    , SYGA_STRPC  (Q1JKJ9)    ,
SYGA_STRPD  (Q1JFJ0)    , SYGA_STRPF  (Q1J5E0)    , SYGA_STRPG  (A2RD23)    ,
SYGA_STRPI  (B1ICQ6)    , SYGA_STRPJ  (B8ZL21)    , SYGA_STRPM  (Q48RX2)    ,
SYGA_STRPN  (Q97PW5)    , SYGA_STRPQ  (P0DG37)    , SYGA_STRPS  (B2IQU2)    ,
SYGA_STRPZ  (B5XMN0)    , SYGA_STRR6  (Q8DP65)    , SYGA_STRS2  (A4W3J5)    ,
SYGA_STRS7  (C0MDQ4)    , SYGA_STRSV  (A3CQ06)    , SYGA_STRSY  (A4VX92)    ,
SYGA_STRT1  (Q5M0Y6)    , SYGA_STRT2  (Q5M5H3)    , SYGA_STRTD  (Q03LV7)    ,
SYGA_STRU0  (B9DV93)    , SYGA_STRZJ  (C1CF58)    , SYGA_STRZP  (C1CLH5)    ,
SYGA_STRZT  (C1CQP3)    , SYGA_SULDN  (Q30PF0)    , SYGA_SULNB  (A6Q760)    ,
SYGA_SULSY  (B2V9P8)    , SYGA_SYNAS  (Q2LVI0)    , SYGA_SYNC1  (Q3A8N6)    ,
SYGA_SYNE7  (Q31KD2)    , SYGA_SYNFM  (A0LL24)    , SYGA_SYNP2  (B1XNV4)    ,
SYGA_SYNP6  (Q5N1I3)    , SYGA_SYNPW  (A5GMN1)    , SYGA_SYNS9  (Q3AWZ4)    ,
SYGA_SYNSC  (Q3ALF2)    , SYGA_SYNWW  (Q0AWT5)    , SYGA_SYNY3  (Q55716)    ,
SYGA_TERTT  (C5BKP0)    , SYGA_THEMA  (Q9WY59)    , SYGA_THENN  (B9K6R2)    ,
SYGA_THEP1  (A5IKK5)    , SYGA_THESQ  (B1L9T6)    , SYGA_THEVB  (Q8DK36)    ,
SYGA_THEYD  (B5YJ13)    , SYGA_THIDA  (Q3SGE9)    , SYGA_TOLAT  (C4L763)    ,
SYGA_TRIEI  (Q10XW9)    , SYGA_TRIL1  (B3E622)    , SYGA_TRIV2  (Q3M502)    ,
SYGA_VARPS  (C5CM90)    , SYGA_VIBA3  (B7VGK7)    , SYGA_VIBC1  (A7N1D9)    ,
SYGA_VIBCH  (Q9KVW7)    , SYGA_VIBPA  (Q87TP7)    , SYGA_VIBVU  (Q8DDJ8)    ,
SYGA_VIBVY  (Q7MQI7)    , SYGA_WIGBR  (Q8D1W3)    , SYGA_WOLSU  (Q7M7S2)    ,
SYGA_XANAC  (Q8PEX9)    , SYGA_XANC5  (Q3BMH1)    , SYGA_XANC8  (Q4UP07)    ,
SYGA_XANCB  (B0RYX4)    , SYGA_XANCP  (Q8P3I4)    , SYGA_XANOM  (Q2NXS9)    ,
SYGA_XANOP  (B2SII2)    , SYGA_XYLF2  (B2I4M8)    , SYGA_XYLFA  (Q9PC25)    ,
SYGA_XYLFM  (B0U7B1)    , SYGA_XYLFT  (Q87D46)    , SYGA_YERE8  (A1JT51)    ,
SYGA_YERP3  (A7FP96)    , SYGA_YERPA  (Q1C3J9)    , SYGA_YERPB  (B2K7F7)    ,
SYGA_YERPE  (Q8Z9W6)    , SYGA_YERPG  (A9R4G0)    , SYGA_YERPN  (Q1CD85)    ,
SYGA_YERPP  (A4TGN6)    , SYGA_YERPS  (Q663V9)    , SYGA_YERPY  (B1JH06)    ,
SYGA_ZYMMO  (Q5NMJ1)    , SYGB_ACAM1  (B0CD57)    , SYGB_ACIAD  (Q6F7L8)    ,
SYGB_ACIB3  (B7GVW2)    , SYGB_ACIB5  (B7IA77)    , SYGB_ACIBC  (B2HZR3)    ,
SYGB_ACIBS  (B0VQA1)    , SYGB_ACIBT  (A3M9C2)    , SYGB_ACIBY  (B0V7W2)    ,
SYGB_ACIC5  (C1F1J0)    , SYGB_ACIET  (B9MCM4)    , SYGB_ACIF2  (B7J7P8)    ,
SYGB_ACIF5  (B5EMS4)    , SYGB_ACISJ  (A1W3F3)    , SYGB_ACTP2  (A3N3A1)    ,
SYGB_ACTP7  (B3GZ55)    , SYGB_ACTPJ  (B0BSX5)    , SYGB_ACTSZ  (A6VLE1)    ,
SYGB_AERHH  (A0KEJ9)    , SYGB_AERS4  (A4STG3)    , SYGB_AGRFC  (A9CK39)    ,
SYGB_ALIF1  (Q5E8Y5)    , SYGB_ALIFM  (B5FEW0)    , SYGB_ALISL  (B6EGT3)    ,
SYGB_ALTMD  (B4S277)    , SYGB_ANAD2  (B8JDD8)    , SYGB_ANADE  (Q2IQJ5)    ,
SYGB_ANASK  (B4UG87)    , SYGB_AQUAE  (O67898)    , SYGB_AROAE  (Q5P766)    ,
SYGB_AZOSB  (A1K3J8)    , SYGB_AZOVD  (C1DFV1)    , SYGB_BACSU  (P54381)    ,
SYGB_BAUCH  (Q1LTU2)    , SYGB_BRADU  (Q89S69)    , SYGB_BRASB  (A5EED4)    ,
SYGB_BUCA5  (B8D8T6)    , SYGB_BUCAI  (P57235)    , SYGB_BUCAP  (Q8KA07)    ,
SYGB_BUCAT  (B8D740)    , SYGB_BUCBP  (P59573)    , SYGB_CERS1  (A3PH07)    ,
SYGB_CERS4  (Q3J5C7)    , SYGB_CHRSD  (Q1R1N7)    , SYGB_CITBB  (B5ED84)    ,
SYGB_CITK8  (A8ARE4)    , SYGB_CLOD6  (Q182B8)    , SYGB_COLP3  (Q48AS2)    ,
SYGB_COXBN  (A9KBT7)    , SYGB_COXBR  (A9NB99)    , SYGB_COXBU  (P45651)    ,
SYGB_CROS8  (A7MKS3)    , SYGB_DECAR  (Q47A67)    , SYGB_DELAS  (A9BXZ8)    ,
SYGB_DESAH  (C0QJ89)    , SYGB_DESAL  (B8FKD8)    , SYGB_DESAP  (B1I1T4)    ,
SYGB_DESHD  (B8FUJ0)    , SYGB_DESHY  (Q24SX0)    , SYGB_DESRM  (A4J7C9)    ,
SYGB_DESVH  (Q72AU3)    , SYGB_DESVM  (B8DPG1)    , SYGB_DESVV  (A1VCW9)    ,
SYGB_DICNV  (A5EV43)    , SYGB_DICT6  (B5YES4)    , SYGB_DICTD  (B8E0E8)    ,
SYGB_DINSH  (A8LS45)    , SYGB_ECO24  (A7ZTA5)    , SYGB_ECO27  (B7ULB9)    ,
SYGB_ECO45  (B7MER4)    , SYGB_ECO55  (B7L6X3)    , SYGB_ECO57  (P67031)    ,
SYGB_ECO5E  (B5YVL1)    , SYGB_ECO7I  (B7NP55)    , SYGB_ECO81  (B7N1L1)    ,
SYGB_ECO8A  (B7M3I1)    , SYGB_ECOBW  (C4ZXE9)    , SYGB_ECODH  (B1X8H5)    ,
SYGB_ECOHS  (A8A616)    , SYGB_ECOK1  (A1AHA0)    , SYGB_ECOL5  (Q0TBP4)    ,
SYGB_ECOL6  (P67030)    , SYGB_ECOLC  (B1IZN4)    , SYGB_ECOLI  (P00961)    ,
SYGB_ECOLU  (B7NEL0)    , SYGB_ECOSE  (B6I3C9)    , SYGB_ECOSM  (B1LJC0)    ,
SYGB_ECOUT  (Q1R537)    , SYGB_EDWI9  (C5B995)    , SYGB_ENT38  (A4W573)    ,
SYGB_ENTFA  (Q831U3)    , SYGB_ERWT9  (B2VCH1)    , SYGB_ESCF3  (B7LTH3)    ,
SYGB_FUSNN  (Q8RH44)    , SYGB_GEODF  (B9M5V4)    , SYGB_GEOMG  (Q39RG5)    ,
SYGB_GEOSL  (Q74FM7)    , SYGB_GEOSM  (C6E0B4)    , SYGB_GEOUR  (A5G7Q7)    ,
SYGB_GLAP5  (B8F711)    , SYGB_GLOC7  (B7KD52)    , SYGB_HAEAE  (O30836)    ,
SYGB_HAEDU  (Q7VKG6)    , SYGB_HAEI8  (Q4QLY5)    , SYGB_HAEIE  (A5UDE3)    ,
SYGB_HAEIG  (A5UI65)    , SYGB_HAEIN  (P43822)    , SYGB_HAHCH  (Q2SQY0)    ,
SYGB_HALH5  (Q9KD48)    , SYGB_HALOH  (B8CXH5)    , SYGB_HAMD5  (C4K460)    ,
SYGB_HELP2  (B6JMJ2)    , SYGB_HELPG  (B5Z7X4)    , SYGB_HELPH  (Q1CSQ2)    ,
SYGB_HELPJ  (Q9ZKM9)    , SYGB_HELPS  (B2UUB6)    , SYGB_HELPY  (P56454)    ,
SYGB_HISS1  (Q0I273)    , SYGB_HISS2  (B0UWA9)    , SYGB_HYPNA  (Q0C4C9)    ,
SYGB_IDILO  (Q5QY35)    , SYGB_JANMA  (A6SV18)    , SYGB_KLEP3  (B5XMY7)    ,
SYGB_KLEP7  (A6TFH4)    , SYGB_LACAC  (Q5FJU0)    , SYGB_LACCB  (B3WEK6)    ,
SYGB_LACDB  (Q04A23)    , SYGB_LACGA  (Q042Y5)    , SYGB_LACH4  (A8YVM4)    ,
SYGB_LACJO  (Q74IZ2)    , SYGB_LACLA  (Q9CGK0)    , SYGB_LACLM  (A2RL88)    ,
SYGB_LACLS  (Q02Z93)    , SYGB_LACP3  (Q038U3)    , SYGB_LACPL  (Q88VS3)    ,
SYGB_LATSS  (Q38X99)    , SYGB_LAWIP  (Q1MRM1)    , SYGB_LEPCP  (B1Y7P2)    ,
SYGB_LEUCK  (B1MZ60)    , SYGB_LEUMM  (Q03WY1)    , SYGB_LEVBA  (Q03SC5)    ,
SYGB_LIGS1  (Q1WTP1)    , SYGB_LIMF3  (B2GBZ7)    , SYGB_LIMRD  (A5VJI1)    ,
SYGB_LIMRJ  (B2G6Z6)    , SYGB_LISIN  (Q92BQ2)    , SYGB_LISMC  (C1KVA5)    ,
SYGB_LISMF  (Q71ZL2)    , SYGB_LISMH  (B8DE53)    , SYGB_LISMO  (Q8Y754)    ,
SYGB_LISW6  (A0AIQ9)    , SYGB_MAGMM  (A0L7K9)    , SYGB_MAGSA  (Q2W3X1)    ,
SYGB_MANSM  (Q65R47)    , SYGB_MARN8  (A1TWM6)    , SYGB_METC4  (B7KUK7)    ,
SYGB_METFK  (Q1H3M3)    , SYGB_METNO  (B8IBI6)    , SYGB_METRJ  (B1M1W2)    ,
SYGB_METS4  (B0UNU2)    , SYGB_MOOTA  (Q2RKV5)    , SYGB_MORCA  (P77891)    ,
SYGB_MYXXD  (Q1D7R9)    , SYGB_NATTJ  (B2A1Y6)    , SYGB_NEIG1  (Q5F4Y7)    ,
SYGB_NEIG2  (B4RJG3)    , SYGB_NEIGO  (Q50945)    , SYGB_NEIM0  (A9M127)    ,
SYGB_NEIMA  (Q9JW67)    , SYGB_NEIMB  (Q9JXQ5)    , SYGB_NEIMF  (A1KW08)    ,
SYGB_NITEC  (Q0AEY2)    , SYGB_NITEU  (Q82VB0)    , SYGB_NOSS1  (Q8YPT0)    ,
SYGB_OCEIH  (Q8EPY2)    , SYGB_OENOB  (Q04F69)    , SYGB_OLEA2  (Q30ZR6)    ,
SYGB_PARC0  (A1TUT0)    , SYGB_PARDP  (A1AZF8)    , SYGB_PASMU  (P57905)    ,
SYGB_PECAS  (Q6DB17)    , SYGB_PECCP  (C6DII7)    , SYGB_PEDPA  (Q03F66)    ,
